SiteName,Antr,Jack,Loga,McGa,Peng,Rise,Rive,Bake,Blac,Boyl,Hidd,Hope,McNa,OMG,Walk,Dami,Emme,Jarr,Keff,Pars,Seed,Wood,Clif,Farr,Foot,Klin,Long,Belc,Rich,Adam,CameronN,Geno,Corn,Dutc,Fact,Powe,Warr,Fort,Free,Nohl,Putn,Chau,Durh,Fran,Matt,MudC,StLa,Swar,Carl,Durf,Heat,Mors,Poto,Talc,Whitf,Buff,Eato,Goody,Gree,Kien,Newt,Ripl,Shel,Simm,Elli,Klei,Silv,Smok,Deow,THOW,Elwo,Getm,Otst,Smit,Caya,Crom,Gana,Garo,Kloc,Barker,Dock,Engl,Mart,Rice,Sche,Wagn,Worm,Brig,Cabi,Furn,Howl,Kels,Bloo,Burk,Buye,Goff,Nich,Barn,Ceme,Atwe,Bach,Chas,Diab,Temp,Pomp,Thur,Wayl,Ames,Arbo,Hill,Lite,Payn,Waup,Alex,Bath,Gran,New,Robb,Best,Pugh,Jose,Auro,Drap,Span,Mant,Barr,Dyks,Greg,Holl,Webb,Well,Wiac,Baum,Cars,Dunn,Hero,Hubb,Lalo,Loug,Seco,Star,Trai,Duns,Four,Augo,Cope,Goode,White,Coop,Desh,Drur,Hunt,MacM,McAl,Mols,Side,Alon,Auge,Bern,Bidm,Ceda,Char,Chew,Elle,Farl,Forg,Gleb,Haney,Kell,LeCa,OrrL,Plat,Robi,Vint,Warm,Lano,Beau,Chic,Mass,Daws,Berr,CameronQ,Gogo,McDo,Beck,Gray,MacD,Pine,Sale,Stew,Suga,Summ,Wash,27VI,Clea,Glen,Mail,Mayn,Roeb,Gibs,Snod,Wils,Bark,Hard,Quac,Rumn,Bens,Coul,Kirc,BarkerB,Tren,Camp,Chyp,Craw,Drum,Mess,Pipe,Rife,Sere,Unic,VanE,Finc,Ivan,Milt,Poun,Raym,Sout,Laws,Nott,Hanes,Brad,Chri,Hami,Hood
Antr,0,21.99243901,47.33051447,33.95067345,6.921958942,24.04046958,7.391875497,27.81051266,16.40831896,32.16007605,34.10426073,31.86580267,32.14517311,36.00626727,28.77529817,26.43343083,27.1146651,26.67727133,26.18957458,19.9796222,23.16815619,19.40958258,217.3542933,170.5338597,200.7300832,264.1047582,182.4054205,192.3573143,190.5082907,185.5573701,183.4377787,268.7993503,190.2725199,180.1774848,187.3826738,181.9571126,186.3319348,311.6213027,292.2893072,281.6146479,310.8620998,282.3131651,310.1037457,338.4749438,279.4881417,274.3622933,278.0698045,288.0602613,298.7127355,287.8439622,296.9333098,295.9051516,282.4147381,289.3212828,297.4327632,110.3609935,112.0014871,124.2549967,118.6102156,75.09453926,124.1636903,147.6369687,109.0073738,129.1079886,159.9231227,121.0197678,125.4049087,117.4845158,387.4797054,439.6577354,406.2727245,422.2726571,408.6396353,419.8500561,429.4772499,430.6999971,403.6566542,419.5160518,416.5917563,426.4551491,429.0982975,424.550373,431.1033816,424.0205033,425.4530644,415.3945732,413.8660112,428.4931721,291.1042726,287.4171583,286.6601516,265.8033279,300.9117002,303.705321,326.3615395,328.5847373,323.5888111,334.7784247,306.422332,313.2889089,328.0360009,312.7550535,325.6097294,310.6082688,310.1619415,335.947206,334.5414108,159.401006,257.4572217,180.1540623,184.8971481,177.9026854,218.1220169,35.39562101,52.6735948,74.19392122,43.69883704,40.87331871,50.44897083,51.51461294,64.02442806,49.94222054,52.2718195,53.24964217,50.89854996,84.8902811,79.10751154,78.3175196,79.84949312,115.0703132,80.056564,78.83017118,114.9673766,90.18022691,101.3671601,125.1267735,78.50053323,122.3226275,77.39910217,138.9430581,100.0610549,110.5296137,90.17015964,124.9943816,121.9812324,99.38869512,73.79175861,87.58842156,97.37813073,132.5384501,113.7706537,97.86191267,107.5021135,107.2228883,80.07332748,86.53185109,124.0583071,111.8481097,125.505631,117.9847082,137.1349276,130.7922461,131.716437,111.800621,134.4242794,121.2993584,96.1870713,109.2611235,99.18925298,124.6512289,111.5189372,112.9733419,134.7262488,125.7194881,116.3029035,569.3304323,635.4352682,849.786731,689.9082107,524.7673753,448.6558443,439.5740409,439.0989974,454.4189619,382.0181003,428.9095926,431.7928144,338.2582699,430.8238232,382.1306899,436.3734013,434.0962177,340.6683714,352.5544528,353.438257,432.7689511,456.6850517,347.9157527,348.9457633,138.2657258,85.73699938,113.0485756,112.4181379,127.4395906,168.2173416,139.512445,126.2203591,124.0156816,115.0545415,131.7568726,110.9731667,26.38886397,35.41596007,28.80835777,158.5135178,131.3190871,28.21824517,31.55222426,50.42419991,31.83032802,30.8992717,143.5369694,40.54411384,23.68357643,138.0379404,40.81750933,173.5406186,149.4826348,172.6507335,50.04902442,56.28154179,45.37124529,41.15877225,38.62429683
Jack,21.99243901,0,55.63111763,20.85249566,27.76721525,8.823235319,28.26196057,13.84493044,8.160956779,17.88832441,19.94060545,21.54292038,19.69893577,22.29053965,16.29356166,21.97400686,45.37460731,18.27052393,14.85075522,9.656864286,19.44023547,16.44800182,202.7065776,157.6663637,187.9853321,251.1477156,171.4975351,179.9020604,178.6314425,173.5333425,171.1172522,255.1227525,177.5705206,167.854855,174.4916379,169.1005158,173.2989765,290.7141298,271.7726174,261.2544501,289.9487454,261.1305587,289.3380353,317.5368977,258.1719946,253.1870176,256.722138,266.7518413,277.9443624,267.6328127,276.4832114,275.2427668,262.338626,268.7657196,276.9597273,108.1043027,109.4386372,119.4101419,116.5819098,69.56764715,119.4802976,159.2788864,97.04169749,123.8097718,152.0878199,120.6163861,129.4036542,114.9852357,370.588939,421.8029942,388.6626827,404.5173225,391.1054485,401.8876,411.5840489,413.0272997,385.7731633,401.5781993,398.7212494,408.6898455,411.2511672,406.7882051,413.3460413,406.3873028,407.894252,397.6650959,396.2270956,410.804472,274.6410902,270.7902728,270.069544,249.4934323,284.293897,287.1859892,309.1157677,311.3553585,306.5441853,317.4470362,289.7173163,296.7415843,311.0165012,296.3036782,308.5803156,293.8863951,293.8216558,318.9780569,317.211804,137.4687364,235.8612178,158.8221542,163.136845,156.4890679,197.2370024,14.40488498,42.27389264,52.21239769,22.47876641,19.53031634,30.19333538,30.7725941,42.38950423,33.52524393,31.63885513,32.95606611,31.56083934,78.51642492,73.42392796,72.66098894,74.18102532,111.5852359,74.122279,72.61876638,105.4647122,83.93096898,94.43411509,119.3464792,71.92313614,118.5631087,71.63278846,134.4301212,91.11939672,103.3174996,83.65195674,119.1569592,118.2429945,92.39749781,65.36733341,88.09745758,91.53837825,128.0072567,106.185106,91.34849478,109.9704322,109.793417,73.46056013,88.60028619,116.348709,104.8788791,121.0537546,109.8584134,134.2645846,127.1977003,126.2136695,106.388433,129.9624682,115.649925,98.01420318,111.9058769,101.3714521,120.4759444,105.9146631,115.3272853,131.7366757,122.1335401,106.7379677,547.3602939,613.5003734,828.5529073,667.9919262,502.7825377,426.7126023,417.6328379,417.1573974,432.4751422,360.0466199,406.9552823,409.8401892,316.7100402,408.872403,360.1889935,414.4221426,412.1383319,319.072737,330.5930796,331.477203,410.8025846,434.7580471,326.0121251,326.9951075,117.1448987,69.93911005,91.5061502,90.89419508,109.4871501,146.7716986,121.7571087,109.1552404,106.4151781,96.80497724,112.5296115,92.16801108,47.53534071,57.09767197,50.69688928,180.5043967,153.079084,49.79334852,53.46572618,68.54455242,53.65028433,52.83038591,165.2430024,62.53620544,45.34762777,159.3826874,62.7998573,195.2601379,171.4728088,194.3873143,71.24929248,75.8311457,66.75897153,62.78443278,60.24957942
Loga,47.33051447,55.63111763,0,44.448028,42.40298107,48.72661776,42.22260922,46.36184305,47.95514755,46.26883493,46.08049956,40.63264771,43.63196483,45.42256847,44.2826364,35.22102252,29.33110447,39.94044878,43.67235676,46.1000435,36.71931859,39.19347317,258.0716431,213.295751,243.6152536,306.7727069,226.8531321,235.518624,234.1882531,229.1065971,226.7206128,310.6739975,233.198253,223.4569931,230.1226193,224.7308494,228.9294777,336.2434158,318.9824113,309.065,335.4550385,305.5153241,335.485165,362.7653912,301.8119609,297.6794511,300.1791791,310.364981,324.1534463,315.8731355,323.8963474,321.8911276,311.0092522,315.8556203,324.2905662,157.6824264,159.3106045,171.2949565,165.9401138,121.7243552,171.2355063,186.9426561,152.5104805,176.0606772,206.1132051,168.2674632,171.4265526,164.8014734,424.3547282,474.3831945,441.6105504,457.2556886,444.1427714,454.3491763,464.1266573,465.8603576,438.3702837,454.0746285,451.3148141,461.4089151,463.8571441,459.5142147,466.0688078,459.2799385,460.8774015,450.4475412,449.1273985,463.6201558,328.9314743,324.956188,324.2667678,303.9481002,338.4411945,341.4089624,362.6221179,364.8745557,360.2612045,370.8445563,343.7803343,350.9252105,364.7498345,350.5655745,362.3084563,347.9270524,348.173901,372.7461812,370.6117409,177.0599289,277.7285096,203.6808747,204.5989177,200.9042827,243.6838999,58.80920666,42.29005715,93.87920999,64.11057935,62.91792266,64.72836635,67.13020168,80.85100177,54.31504836,67.20522054,66.60302244,62.16868859,53.04678013,47.17283171,46.52194156,47.70890292,74.80806202,48.39461318,48.02125068,85.0539666,57.12275934,67.98665581,87.65386642,48.52007135,82.02590658,46.05554262,98.91099191,70.80028957,76.64844363,57.6301037,87.62021162,81.67343068,66.37051302,49.08123906,44.12938633,62.50047516,92.80673267,80.2621406,64.1519758,61.34931389,61.01081714,49.77361052,41.45480874,89.91553389,77.40038528,86.01009483,85.09803495,95.07767347,89.87321609,93.43966487,74.69128566,94.51147821,83.8652699,50.85510775,62.96307229,53.45792039,84.80884481,74.74872571,66.78422359,92.89463521,85.01749418,86.38194443,577.6026478,642.2601522,847.2689717,696.0931538,536.3984018,462.3911282,453.4132295,452.9290461,468.1098591,395.1223443,442.3960846,445.3201772,358.2621854,444.3955141,396.2824067,449.9217453,447.4325483,360.2085303,366.2807648,367.16945,445.7912315,470.8281194,363.2445826,363.0642532,142.5069245,75.67110047,122.4301745,121.6918736,118.1151616,173.4067095,128.5041546,114.0738661,113.8209053,108.0245512,126.8304869,106.4369338,58.5268755,60.09737343,54.16321665,156.540404,138.6057401,57.02891988,55.049633,85.01286073,56.60714518,54.37802817,150.8810999,56.80162231,43.4553429,149.5756017,55.4555921,179.3381369,147.8158713,178.2382088,73.63388294,85.91700896,68.9710587,64.17239743,62.56501727
McGa,33.95067345,20.85249566,44.448028,0,36.40814413,12.37897312,36.7739128,7.19628919,19.09792954,3.059840948,1.675538972,4.010822516,1.836951593,2.083093596,5.310384381,11.45156355,46.42193583,7.996196574,7.823922488,14.74587896,12.8938509,15.19651798,215.5478092,172.4597318,202.6518789,265.3243346,187.6499834,194.8564113,194.042266,188.8676769,186.2401944,268.6438687,192.342082,183.0006232,189.1298837,183.8080915,187.8275156,292.8875562,275.1420058,265.0743782,292.1053313,262.4837615,291.9454309,319.5311146,259.0278873,254.5998856,257.4564662,267.6047764,280.5841659,271.7960272,280.0106786,278.198415,266.8447162,272.0421543,280.4252017,128.3673415,129.6285283,138.9147464,136.8527892,89.37677488,139.0365651,178.9493992,113.3040011,143.1315355,170.1587064,141.1641732,150.2554238,135.1611772,380.2260089,429.9800313,397.2633031,412.8737892,399.8113006,409.9359551,419.7205135,421.4908252,393.9730607,409.6648012,406.9156189,417.0239049,419.4579517,415.1303636,421.6837088,414.9206144,416.5331356,406.0727203,404.7708844,419.2483439,285.0996165,281.0568099,280.3850123,260.2443883,294.52221,297.5290233,318.428872,320.6843447,316.1398203,326.6161916,299.8150502,307.0173774,320.6323489,306.7015633,318.1901929,303.9483666,304.3655947,328.6380729,326.3841369,135.3315794,235.5449055,160.2647453,162.3175717,157.6089035,199.936277,15.41383248,21.42679749,50.26303218,19.66468934,18.645841,21.42130119,23.54402824,37.61009113,16.24678348,23.84787173,23.80908348,19.97130315,57.79424833,52.85235881,52.10204571,53.60557543,91.22096598,53.49740594,51.95767715,84.73314026,63.20003274,73.61015204,98.57505503,51.21019629,98.10576682,51.06168379,113.788733,70.3044086,82.47193381,62.8898781,98.38033175,97.79143397,71.57304192,44.51889236,69.43637508,70.83066981,107.3779889,85.33264616,70.56347135,91.8736806,91.7523216,52.73338443,70.72576735,95.49830114,84.04115158,100.4565361,89.0166313,113.9434903,106.7418737,105.4595297,85.68857472,109.3393679,94.89866813,79.79852211,93.87028338,83.27428334,99.92957813,85.19109464,97.09368229,111.3972338,101.6984913,86.01719191,541.4813876,607.0272211,818.2994707,661.2744904,498.414984,423.2784937,414.2394488,413.759015,429.0255633,356.2177366,403.3775108,406.2857692,316.3535185,405.3384413,356.8760387,410.8832961,408.4936781,318.4713707,327.0215523,327.9096665,407.0039525,431.5312331,323.2358446,323.6123574,107.4197085,51.83048128,83.86521627,83.17282124,93.60796258,138.0388992,105.62421,92.27211963,90.11895118,81.34157209,98.47158958,77.53070678,59.83954917,67.83111292,60.76910748,186.7004114,162.2097875,61.08418925,63.25830135,84.30836682,63.9524095,62.52197379,174.5805779,70.87189894,52.37536447,170.094099,70.60620619,204.4088877,177.6809638,203.4525222,83.00910473,90.16926697,78.13731196,73.55546622,71.08535219
Peng,6.921958942,27.76721525,42.40298107,36.40814413,0,28.17765,0.500206679,31.11601718,21.06195406,35.10633013,36.86095731,33.70136287,34.57120846,38.4909612,31.56593405,27.18904916,20.26344037,28.60008513,29.01325904,23.82314098,24.28863263,21.22881802,224.2127101,177.2855539,207.4577633,270.831811,188.9609472,199.0630316,197.1603475,192.226446,190.1357037,275.5848387,197.0009288,186.8773409,194.1283073,188.7023331,193.0895837,318.1053946,298.8863832,288.2482954,317.3440441,288.6900504,316.6331375,344.9498199,285.8029011,280.7418615,284.368518,294.3792781,305.2405877,294.5102285,303.5471483,302.4637368,289.1070493,295.9081913,304.0410674,115.7307701,117.4227738,130.043044,123.8990923,81.2183727,129.9244002,148.9640558,115.7387248,134.958202,166.1069719,125.961087,129.2636425,122.8703105,394.4012605,446.5686059,413.1892716,429.1860602,415.5576202,426.7571813,436.3868084,437.6154778,410.5661296,426.4240108,423.5018343,433.3683454,436.0092546,431.4636274,438.01684,430.9367635,432.3707716,422.3085443,420.7820446,435.4082681,298.0223955,294.3374241,293.5800391,272.7195189,307.8316855,310.6240276,333.2824577,335.5058056,330.5107287,341.6985713,313.343109,320.2078455,334.9579529,319.6725609,332.5316706,317.5291474,317.0775135,342.8691421,341.4615752,165.1711476,263.6041889,186.4530809,190.9040593,184.1590168,224.6056789,40.27692733,53.27829534,79.64528122,48.52537186,45.81858902,54.66116927,55.95686973,68.96868209,52.64940349,56.64517879,57.43544045,54.69139672,83.48172451,77.56793974,76.78214757,78.29358093,112.4810749,78.58044743,77.46021277,114.2711078,88.66450795,99.94740964,123.1652486,77.25115795,119.7667443,75.91301978,136.5207258,99.30322447,109.1191427,88.73912789,123.0513278,119.4211676,98.00654759,73.21430803,84.09619774,95.65437449,130.1540667,112.4547183,96.34402709,103.306579,103.0025448,78.8102599,82.62052773,122.7119866,110.3500865,123.1370248,116.8131359,134.237629,128.1386141,129.6314568,109.8166739,132.0091845,119.3214907,92.24759565,105.0082361,95.12972443,122.2048581,109.596346,108.7730686,131.8753052,123.091796,115.6179533,574.5976674,640.5782505,853.965786,694.9996316,530.3353088,454.3834583,445.3070268,444.8309981,460.1449614,387.659055,434.6073908,437.4954287,344.4406458,436.5298948,387.8639663,442.079784,439.7830847,346.8173594,358.2330604,359.1178626,438.4275757,462.4508715,353.7306153,354.6566202,142.5378378,87.57161548,117.7427021,117.0949342,129.9179569,172.7397761,141.8546525,128.3019739,126.3461112,117.7260365,134.8522374,113.9321278,23.66337809,31.46083629,24.46462818,153.0737687,126.7135598,24.68482312,27.05092673,49.59748479,27.62737372,26.33727783,139.0083538,35.39427946,17.61273901,134.0008653,35.45126167,168.9629253,144.0349136,168.045747,46.6011798,54.32380793,41.73789111,37.20591706,34.71623427
Rise,24.04046958,8.823235319,48.72661776,12.37897312,28.17765,0,28.62548291,5.192042371,7.72724303,9.61212932,11.73739261,12.72602313,11.04273118,14.04692406,7.514584286,13.89265073,42.75546771,9.702620871,6.081112352,4.414568371,12.00990433,10.36380493,209.3557302,164.9667304,195.2652586,258.2916241,179.2641796,187.2749468,186.1576485,181.0305207,178.541288,262.0411971,184.8793436,175.2842319,181.7523786,176.3809664,180.5209253,293.3140203,274.8439733,264.4993528,292.5413218,263.3755218,292.1131473,320.0789171,260.2105134,255.4501535,258.7094751,268.7956796,280.7253496,271.0196391,279.6212792,278.1496805,265.8585409,271.7975775,280.0731951,116.9195286,118.2472902,128.1072195,125.3982313,78.30780676,128.1881089,166.7513476,104.7691761,132.4683025,160.4332997,129.4357961,138.0188913,123.7929277,376.1415758,426.8193811,393.8311106,409.5975157,396.3143079,406.8500278,416.5825076,418.150195,390.7888205,406.5551048,403.7383824,413.7626062,416.2762659,411.8635545,418.421334,411.5349494,413.0821811,402.7628902,401.376072,415.9193769,280.4634796,276.5394672,275.836566,255.4108393,290.0354027,292.9714057,314.5259643,316.7724493,312.0593487,322.8064501,295.4127162,302.5062132,316.5410608,302.1133774,314.1016514,299.5703259,299.6843373,324.5222619,322.572321,138.0798687,237.3958053,160.9752676,164.361673,158.5044269,199.9669577,12.5814152,33.74810836,52.2536182,20.56629354,18.05474337,26.52483528,27.77933788,40.97577949,26.72893242,28.47090391,29.31339239,26.85877997,69.76452934,64.63010549,63.86508683,65.38769418,102.7639368,65.33986827,63.84694273,97.1062415,75.18113155,85.75044618,110.6107527,63.17005206,109.7469987,62.83950829,125.640863,82.64543689,94.6727981,74.91851009,110.4246631,109.4264342,83.71503922,56.74612095,79.45191655,82.77647014,119.2156767,97.5814295,82.62784176,101.4566757,101.2914119,64.71297002,80.10858702,107.7736295,96.21483509,112.2560282,101.3204935,125.4416293,118.3809736,117.4668327,97.6204293,121.1692947,106.9030379,89.46404198,103.406959,92.84927885,111.669676,97.15617583,106.7889952,122.914088,113.3155308,98.39195251,546.6529347,612.5418656,825.910768,666.932143,502.7231983,427.035206,417.9701576,417.4924436,432.7927726,360.1778018,407.2105768,410.1063662,318.2852098,409.1470199,360.5406269,414.6963826,412.3666432,320.5473512,330.8213952,331.7076446,410.9645841,435.1713348,326.5766117,327.3022258,114.4208287,63.17135932,89.57560986,88.92520699,103.9233119,144.5663955,116.0940437,103.1000194,100.6427145,91.40585707,107.8335259,87.13823908,50.42933061,59.27023764,52.45173041,180.9943837,154.8767411,52.17232276,55.1141295,73.51935311,55.56176071,54.4191517,167.1582371,63.56355849,45.48139329,161.9462619,63.57300819,197.1250507,171.9544035,196.2121004,74.06675621,80.03938082,69.34897048,65.03071734,62.50609595
Rive,7.391875497,28.26196057,42.22260922,36.7739128,0.500206679,28.62548291,0,31.52721953,21.53386343,35.49733383,37.24130238,34.03732197,34.93713434,38.85633605,31.95298263,27.47423091,19.83286152,28.94767941,29.40491112,24.26478493,24.60134154,21.5868265,224.6528908,177.7042014,207.8720585,271.245694,189.349251,199.4737343,197.562606,192.6313677,190.5452105,276.0092,197.4154166,187.2871868,194.5457707,189.1197624,193.5091709,318.6055844,299.3857531,288.747069,317.8442373,289.1899878,317.1331593,345.4500223,286.302352,281.2418168,284.8678092,294.8787653,305.7406166,295.0083004,304.0462724,302.9635403,289.6044143,296.4076922,304.5402776,115.9908934,117.6877033,130.3436157,124.1509236,81.55800818,130.2221743,148.8920072,116.1546682,135.2649777,166.4491603,126.1805691,129.3891517,123.1314425,394.8671732,447.0456317,413.6636805,429.6620459,416.0311325,427.2355102,436.8643168,438.0904699,411.0436647,426.9020679,423.9791537,433.8444225,436.4862464,431.9396789,438.4928018,431.4113358,432.8444702,422.7842729,421.2567415,435.8834566,298.4841707,294.8012945,294.043475,273.1798656,308.2952245,311.0862968,333.7532651,335.9763954,330.979172,342.1702976,313.8076429,320.6703193,335.4260415,320.1338365,332.9999071,317.9938288,317.5374221,343.3365304,341.933283,165.6602352,264.1013947,186.9524554,191.3987395,184.6579288,225.1058624,40.74489067,53.5261667,80.12684095,48.98937006,46.28730552,55.09986411,56.4047224,69.43392356,53.01796045,57.0901006,57.87238638,55.11183505,83.58130175,77.65952913,76.87427885,78.38375598,112.4856676,78.67640448,77.56424724,114.415769,88.75500126,100.0426769,123.2169358,77.3639923,119.773035,76.00903537,136.5356927,99.4459056,109.2135958,88.83580921,123.104423,119.4271711,98.10490776,73.37578597,84.03198738,95.72802085,130.1726043,112.5555648,96.43277027,103.1777528,102.8715325,78.92165361,82.52046377,122.8093074,110.4379529,123.1575467,116.9238144,134.2152537,128.1362641,129.6730677,109.868403,132.025148,119.3724032,92.14317904,104.874034,95.01422541,122.219437,109.6527435,108.6431259,131.8568744,123.0920427,115.7632242,575.0692385,641.0450502,854.3903112,695.4643679,530.8173693,454.870509,445.7942438,445.3181872,460.6319587,388.1436047,435.0935881,437.9817652,344.938358,437.0163347,388.3512674,442.5662263,440.2689496,347.314518,358.7188048,359.6036352,438.9125895,462.939011,354.2202498,355.1433254,142.9710428,87.8825385,118.195082,117.5466288,130.2605736,173.1832497,142.1887916,128.6222032,126.6807013,118.0802938,135.2279967,114.3021849,23.36992038,31.07615314,24.06414341,152.5988131,126.2750729,24.33530794,26.63799865,49.39901258,27.2316068,25.92151881,138.5730806,34.94086081,17.12569853,133.5903057,34.98746349,168.5244836,143.5598002,167.6060445,46.2366848,54.04790126,41.36494596,36.8168971,34.33162708
Bake,27.81051266,13.84493044,46.36184305,7.19628919,31.11601718,5.192042371,31.52721953,0,12.16664028,4.571979101,6.684879684,7.854211842,5.869545105,8.93560008,2.567787583,11.1663104,43.67768103,6.423639444,2.897679191,7.954010077,10.54009647,10.81784583,212.0903365,168.2256656,198.4908124,261.3858218,182.8979039,190.5786782,189.5864482,184.4380705,181.890766,264.9585968,188.1331232,178.6398181,184.9697634,179.6170078,183.7084633,293.3091956,275.1385784,264.9073363,292.532333,263.1682263,292.2165681,320.0285157,259.8802471,255.2580762,258.3492388,268.4642196,280.8373002,271.5136276,279.9553182,278.3406262,266.4390191,272.0690255,280.3916778,121.7849789,123.086629,132.7186371,130.2677361,83.00799224,132.81609,171.8184895,108.427936,137.0223756,164.6124146,134.4122526,143.1791759,128.628109,378.0333935,428.3327907,395.4540348,411.1572988,397.9644342,408.330369,418.0855047,419.7375876,392.3083073,408.0453021,405.2563737,415.3165864,417.7973964,413.4196339,419.9762247,413.1404009,414.7149201,404.3359124,402.984274,417.5017019,282.5697538,278.5955865,277.9054641,257.5936688,292.0815121,295.0474743,316.3337898,318.5843848,313.9405654,324.5768977,297.4247377,304.5647011,318.4275156,304.2037738,315.986563,301.5730097,301.8129434,326.4201769,324.3435935,137.0300631,236.7779875,160.7989135,163.6282875,158.2486673,200.0983678,12.65203576,28.55903455,51.29865184,19.48322871,17.49323715,23.95455159,25.58294061,39.35337022,22.21812743,26.13820786,26.65533581,23.62035702,64.67149653,59.59461897,58.83384368,60.35118001,97.81815347,60.28454592,58.77665935,91.91499128,70.08609938,80.60962782,105.5036166,58.07821804,104.7692403,57.80315387,120.594403,77.45533295,89.51556134,69.80906011,105.3148207,104.4507318,78.57353501,51.57872241,75.03237431,77.6938774,114.1733269,92.41153409,77.5089507,97.21600809,97.06695173,59.61573593,75.92020029,102.5973678,91.06529172,107.2254867,96.13749867,120.515839,113.4054162,112.3691887,92.54468643,116.1297414,101.805394,85.18245478,99.18502066,88.60429862,106.658879,92.06982143,102.5103688,117.9813675,108.3466535,93.20116219,544.6735857,610.4194083,822.8949329,664.750691,501.1080044,425.6476372,416.592716,416.1138046,431.4012975,358.6968019,405.7887564,408.6901169,317.6530998,407.7357566,359.1845764,413.2837721,410.9284675,319.8549398,329.4039116,330.2910873,409.4891722,433.8338427,325.3522816,325.9306374,111.5685137,58.46204477,87.22405571,86.55499557,99.67432591,141.9375938,111.7856185,98.63297842,96.30365794,87.25351574,103.9884302,83.1718811,54.07144432,62.5292484,55.57603183,183.0937556,157.6805424,55.57910178,58.16511804,77.86509843,58.73040373,57.44845483,170.0072546,66.25003299,47.90422498,165.1167386,66.13292203,199.9234087,174.0585702,198.9909931,77.53344164,84.0731218,72.73594959,68.28591891,65.78139814
Blac,16.40831896,8.160956779,47.95514755,19.09792954,21.06195406,7.72724303,21.53386343,12.16664028,0,16.73100717,18.82432135,18.22535539,17.46651979,20.99951178,13.80403844,16.03940567,37.48238532,13.62962146,11.44925179,4.377043705,12.94413866,9.219078494,210.6947532,165.4085579,195.7285812,258.9453962,178.9308215,187.5976011,186.2352949,181.1573653,178.7863654,263.0147076,185.3016166,175.5219861,182.2485029,176.8490269,181.0754554,298.408397,279.6054025,269.1324399,297.6406005,268.7022052,297.0867759,325.2147534,265.6684038,260.7640819,264.1992069,274.2512916,285.6938437,275.5468508,284.3345089,283.0293778,270.2835813,276.587298,284.8044476,113.3736341,114.7993275,125.4178972,121.8188406,75.5027343,125.4466082,159.9262533,104.5571766,129.9454379,158.8821618,125.396355,132.8260737,120.3489451,378.7427322,429.959607,396.8230217,412.675891,399.2662274,410.0418908,419.7399242,421.1869187,393.9295434,409.7331245,406.877763,416.848225,419.4080387,414.9466493,421.5045112,414.5473649,416.0548662,405.8240942,404.3871536,418.9639151,282.7769708,278.9327622,278.2105675,257.6202677,292.4366726,295.324951,317.275174,319.5145905,314.7002903,325.6073498,297.8635084,304.8821368,319.1721678,304.440169,316.7361443,302.0333241,301.9529213,327.1327642,325.3721023,144.3137694,243.1557215,166.3402893,170.2806493,163.9552722,204.959954,19.22499477,39.83508081,58.64779257,27.49756847,24.76209428,34.04197004,35.14387896,47.92588967,34.29447684,35.88576035,36.84211669,34.54355114,74.87792883,69.4890559,68.70933684,70.24747506,107.1260565,70.28493702,68.86996787,103.2143439,80.28605986,91.10891063,115.704368,68.30473864,114.2210054,67.71132808,130.3916111,88.56956841,100.1420184,80.10503386,115.5347254,113.8926907,89.0831449,62.41100834,82.31976458,87.79206999,123.9561324,103.1656332,87.84848313,103.7887358,103.5856367,69.86942425,82.41746167,113.4163215,101.6180863,116.9529524,107.0652926,129.6832655,122.8301415,122.4951755,102.5642779,125.8936212,111.9476368,91.94309153,105.6875639,95.22590517,116.2794732,102.1568049,109.1936474,127.1862833,117.7466366,104.5186945,553.5357463,619.5235396,833.4032876,673.9526216,509.3295153,433.4596159,424.3869536,423.9103141,439.2198877,366.6889679,413.6662139,416.5569692,324.0311968,415.5935257,366.9467726,421.1433871,418.8354363,326.3522755,337.2843767,338.1696936,417.4646381,441.5520106,332.8747108,333.7271677,121.8857543,70.62374556,96.80848529,96.16921431,111.6128026,151.9112415,123.7684797,110.7131324,108.3063907,99.11383146,115.55928,94.86429888,42.77802502,51.76772588,45.03701282,174.1306958,147.5470011,44.61114104,47.73574095,65.83711787,48.1141788,47.05587207,159.7988037,56.40147055,38.61106375,154.4258259,56.50298424,189.7866889,165.0914244,188.8850587,66.45695389,72.31214207,61.77466591,57.52146202,54.9905109
