siteid,sitename,polgroup,cgroup_code,groupcode,timeslicecode,edate,ldate,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,totalnoplain,ncombo
188,Robitaille,Simcoe County-Collingwood,D,9,VI,1600,1650,24,3,528,0,8,0,39,0,0,26,3,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,9,7,0,631,11
219,Vints,Simcoe County-Collingwood,D,9,VI,1600,1650,2,0,76,0,0,0,0,0,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4
222,Warminster/Cahiague,Simcoe County-Collingwood,D,9,VI,1600,1650,9,36,144,0,0,0,31,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,277,6
26,Berry,St Lawrence Upstream,E,11,I,1350,1400,0,3,14,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,2,1,1,5,4,0,48,12
39,Cameron(QC),St Lawrence Upstream,E,11,I,1350,1400,2,0,9,1,0,0,3,0,0,1,2,2,0,0,0,3,0,0,1,0,0,18,4,3,0,2,3,3,2,0,57,16
101,Gogo,St Lawrence Upstream,E,11,I,1350,1400,1,5,22,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,39,8
151,McDonald,St Lawrence Upstream,E,11,I,1350,1400,131,12,95,4,6,1,42,4,4,7,1,1,0,0,0,3,0,0,0,0,0,2,2,0,2,23,2,0,22,0,233,18
22,Beckstead,St Lawrence Upstream,E,11,II,1400,1450,2,31,14,0,0,0,6,0,1,0,21,37,0,0,8,22,1,0,0,0,0,3,1,0,23,14,0,0,46,6,234,15
105,GraysCreek,St Lawrence Upstream,E,11,II,1400,1450,3,0,25,0,0,0,15,0,2,1,15,23,0,0,0,21,0,0,0,0,1,0,0,1,0,13,1,1,12,16,147,17
142,MacDougald,St Lawrence Upstream,E,11,II,1400,1450,0,14,29,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,14,1,81,7
170,PineHill,St Lawrence Upstream,E,11,III,1450,1500,1,3,5,2,0,0,3,0,0,0,2,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0,46,9
191,Salem,St Lawrence Upstream,E,11,III,1450,1500,38,157,368,4,2,0,120,0,9,0,103,397,0,0,0,185,7,0,0,1,7,22,3,0,1,207,4,1,442,189,2229,20
207,Steward,St Lawrence Upstream,E,11,III,1450,1500,1,7,25,0,3,0,12,5,1,2,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,57,0,126,12
208,Sugarbush,St Lawrence Upstream,E,11,III,1450,1500,2,78,78,0,0,0,28,0,1,0,14,54,0,0,0,3,0,0,0,0,0,0,0,0,2,0,8,0,64,26,356,11
209,Summerstown,St Lawrence Upstream,E,11,III,1450,1500,98,223,179,0,0,0,37,0,0,0,6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,588,7
224,Washburn,St Lawrence Upstream,E,11,III,1450,1500,0,4,5,1,1,0,4,1,0,0,1,12,1,2,0,0,0,0,0,1,2,0,0,0,18,1,0,0,11,0,65,15
1,27/VII,St Lawrence Upstream,E,11,IV,1500,1550,0,2,2,0,0,0,3,0,0,2,0,2,0,0,0,5,3,0,0,0,0,0,1,1,0,1,0,0,4,0,26,11
53,Cleary,St Lawrence Upstream,E,11,IV,1500,1550,0,21,36,0,1,0,4,0,0,4,4,11,0,0,0,1,0,0,0,0,0,0,0,1,4,8,0,0,17,0,112,12
99,Glenbrook,St Lawrence Upstream,E,11,IV,1500,1550,38,605,401,0,0,0,198,0,4,22,143,576,0,0,0,2,0,0,0,1,90,15,24,0,28,7,5,12,384,155,2672,18
144,MailhotCurran,St Lawrence Upstream,E,11,IV,1500,1550,9,18,45,0,6,2,9,3,8,0,3,7,0,0,1,15,6,0,0,0,1,0,0,0,16,17,6,0,90,0,253,17
149,MaynardMcKeown,St Lawrence Upstream,E,11,IV,1500,1550,0,14,37,0,6,0,1,7,4,1,17,4,0,2,2,40,148,7,0,0,1,1,0,1,0,8,71,0,21,1,394,21
189,Roebuck,St Lawrence Upstream,E,11,IV,1500,1550,7,717,413,0,0,0,286,0,13,1,89,1747,0,0,0,18,0,0,0,0,4,0,7,0,3,0,0,0,1137,83,4518,13
135,Lanoraie,St. Lawrence Downstream,E,10,I,1350,1400,0,5,15,0,1,0,1,0,3,2,0,1,1,0,2,4,9,0,0,0,0,0,0,0,11,8,2,0,23,0,88,15
21,Beaumier,St. Lawrence Downstream,E,10,II,1400,1450,,0,2,0,3,0,2,2,0,0,3,0,0,0,1,2,0,2,0,2,0,1,0,0,2,3,5,0,14,0,44,14
50,Chicoutimi,St. Lawrence Downstream,E,10,III,1450,1500,1,0,11,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,6,0,27,7
147,Masson,St. Lawrence Downstream,E,10,III,1450,1500,0,3,2,1,1,0,3,0,1,2,3,3,0,0,0,3,9,0,0,0,0,0,0,0,6,6,0,0,0,15,58,14
62,Dawson,St. Lawrence Downstream,E,10,IV,1500,1550,2,3,41,0,1,0,13,2,3,5,1,3,0,0,6,20,38,0,0,1,0,4,4,0,4,15,0,4,30,15,213,20
97,Gibson,Trent Valley,D,12,I,1350,1400,2,13,16,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,2,0,10,0,6,0,0,0,52,8
202,Snodden,Trent Valley,D,12,I,1350,1400,2,17,44,2,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,4,2,0,2,0,36,0,5,0,1,0,120,13
232,Wilson,Trent Valley,D,12,I,1350,1400,10,23,65,0,13,0,34,7,0,1,0,1,0,0,0,5,1,0,0,2,0,1,6,1,26,0,1,2,1,0,190,17
14,Bark,Trent Valley,D,12,II,1400,1450,1,17,41,0,6,0,11,2,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,17,2,0,1,0,0,103,12
111,Hardrock,Trent Valley,D,12,III,1450,1500,1,18,76,0,42,0,25,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,8,0,228,8
179,Quackenbush,Trent Valley,D,12,III,1450,1500,10,28,87,5,11,0,16,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,7
190,RumneyBay,Trent Valley,D,12,III,1450,1500,0,3,10,0,2,0,4,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,28,10
24,Benson,Trent Valley,D,12,IV,1500,1550,80,15,556,7,12,0,130,3,6,125,3,7,1,0,0,3,2,0,0,4,5,1,12,1,3,20,1,36,1,24,978,24
58,Coulter,Trent Valley,D,12,IV,1500,1550,35,9,241,0,12,0,25,1,4,57,4,1,0,0,0,4,1,0,0,1,3,0,0,1,3,3,3,0,2,7,382,19
130,Kirche,Trent Valley,D,12,IV,1500,1550,102,17,632,11,10,0,56,3,7,106,6,3,0,0,0,7,1,1,0,3,2,1,7,1,1,0,1,4,5,7,892,23
16,Barker(Baine),Trent Valley,D,12,V,1550,1600,1,3,55,0,0,0,16,0,1,30,6,6,0,0,0,1,0,0,0,0,1,1,3,0,0,1,2,8,1,4,139,16
216,TrentFoster,Trent Valley,D,12,V,1550,1600,8,3,6,0,0,0,6,0,1,6,3,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,8,0,0,39,12
40,Campbell(6),West of Credit River,D,13,I,1350,1400,1,24,78,3,2,0,27,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,10,0,174,10
52,Chypchar,West of Credit River,D,13,I,1350,1400,0,42,39,2,7,0,7,0,1,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,4,0,146,11
59,CrawfordLake,West of Credit River,D,13,I,1350,1400,1,44,30,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2,0,118,9
68,Drumholm,West of Credit River,D,13,I,1350,1400,0,8,29,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,52,6
154,Messenger,West of Credit River,D,13,I,1350,1400,21,6,93,0,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,0,0,1,2,0,153,9
171,Pipeline,West of Credit River,D,13,I,1350,1400,3,102,132,0,2,0,11,0,6,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,3,0,386,9
183,Rife,West of Credit River,D,13,I,1350,1400,0,95,58,2,0,0,7,1,8,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,79,0,2,0,7,0,287,11
195,Serena,West of Credit River,D,13,I,1350,1400,0,2,0,0,0,0,2,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,2,0,0,0,26,6
217,Unick,West of Credit River,D,13,I,1350,1400,1,16,10,0,0,0,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,54,8
218,VanEden,West of Credit River,D,13,I,1350,1400,0,22,28,0,0,0,2,0,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,2,0,1,0,87,10
85,Finch,West of Credit River,D,13,II,1400,1450,2,1,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,26,8
122,IvanElliot,West of Credit River,D,13,II,1400,1450,6,0,106,0,4,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,124,9
155,Milton,West of Credit River,D,13,II,1400,1450,1,5,55,2,4,0,17,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,99,9
175,Pound,West of Credit River,D,13,II,1400,1450,14,150,294,0,8,2,19,0,22,10,0,0,0,0,0,2,0,0,0,0,15,0,0,0,77,0,0,0,0,0,599,10
180,RaymondReid,West of Credit River,D,13,II,1400,1450,1,2,43,3,2,0,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9
203,Southwold,West of Credit River,D,13,II,1400,1450,119,2,310,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,3
136,Lawson,West of Credit River,D,13,III,1450,1500,178,15,490,0,0,12,0,159,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,2,1,0,702,9
163,Nott,West of Credit River,D,13,III,1450,1500,8,1,19,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,35,6
109,Hanes,West of Credit River,D,13,IV,1500,1550,40,0,108,2,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,132,8
32,Bradt,West of Credit River,D,13,V,1550,1600,3,0,37,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,48,3
51,Christianson,West of Credit River,D,13,VI,1600,1650,0,4,341,3,2,1,10,0,5,7,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,5,0,0,0,388,11
108,Hamilton,West of Credit River,D,13,VI,1600,1650,0,0,137,0,0,0,32,15,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,197,6
117,Hood,West of Credit River,D,13,VI,1600,1650,0,0,38,0,1,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,5
